	tconst	Box office max	genres
318	tt13932162	12000000.0	Adventure,Animation,Comedy
319	tt13932162	12000000.0	Adventure,Animation,Comedy
320	tt13932844	12000.0	Comedy
321	tt13943594	217000000.0	Drama,Short
322	tt13943594	217000000.0	Drama,Short
323	tt13943594	217000000.0	Drama,Short
324	tt13957560	207000000.0	Biography,Comedy,Drama
325	tt14039582	154000000.0	Drama
326	tt14060094	16000000.0	Action,Drama,Thriller
327	tt14060094	16000000.0	Action,Drama,Thriller
328	tt14099796	856000000.0	Action,Crime,Drama
329	tt14140676	428000000.0	Drama,Short
330	tt14162174	4853000000.0	Short
331	tt14166428	190250.0	Drama,Short
332	tt14182646	85.0	Action,Crime,Drama
333	tt14208870	456000000.0	Drama
334	tt14209916	90000000.0	Comedy,Thriller
335	tt14225838	7000000.0	Drama
336	tt14225838	7000000.0	Drama
337	tt14225838	7000000.0	Drama
338	tt14230388	54000000.0	Comedy,Drama,Romance
339	tt14230458	1172000000.0	Comedy,Drama,Romance
340	tt14230458	1172000000.0	Comedy,Drama,Romance
341	tt14230458	1172000000.0	Comedy,Drama,Romance
342	tt14275050	281448.0	Drama,Romance
343	tt14275050	281448.0	Drama,Romance
344	tt14275050	281448.0	Drama,Romance
345	tt14275050	281448.0	Drama,Romance
346	tt14280366	33000000.0	Comedy,Drama
347	tt14299798	354023.0	Animation,Short
348	tt14330236	27000000.0	Comedy,Fantasy
349	tt14351082	202000000.0	Biography,Drama
350	tt14362112	2096000000.0	Adventure,Animation,Comedy
351	tt14370462	66000000.0	Drama,Short
352	tt14370462	66000000.0	Drama,Short
353	tt14371244	81000000.0	Drama,History,War
354	tt14411774	85.0	Action,Mystery,Thriller
355	tt14412366	98616.0	Action,Crime,Drama
356	tt14439896	218000000.0	Biography,Drama
357	tt14506102	450000.0	Animation,Family,Fantasy
358	tt14524640	615042.0	Drama,Short
359	tt14534796	67000000.0	Crime,Drama
360	tt14539740	5229000000.0	Action,Adventure,Sci-Fi
361	tt14547524	475488.0	Drama,Sport
362	tt14555754	346899.0	Short
363	tt14555754	346899.0	Short
364	tt14564000	1715.0	Action,Drama
365	tt14576890	4853000000.0	Sci-Fi,Short,Thriller
366	tt1462764	384000000.0	Action,Adventure,Sci-Fi
367	tt1464335	4071000000.0	Action,Adventure
368	tt14647404	352093.0	Drama,Horror,Thriller
