	tconst	Box office max	genres
487	tt19844000	189000000.0	Animation
488	tt19844000	189000000.0	Comedy
489	tt19864472	54756.0	Biography
490	tt19864472	54756.0	Drama
491	tt19864472	54756.0	Biography
492	tt19864802	65000000.0	Drama
493	tt19879660	2258.0	Biography
494	tt19880808	4853000000.0	Drama
495	tt19890316	34000000.0	Biography
496	tt20168564	126000000.0	Drama
497	tt20203920	66000000.0	Comedy
498	tt20203920	66000000.0	Drama
499	tt20225374	1576000000.0	Horror
500	tt20225374	1576000000.0	Action
501	tt20225374	1576000000.0	Comedy
502	tt20234774	238000000.0	Thriller
503	tt20242416	52.0	Adventure
504	tt20251542	31108.0	Horror
505	tt20259704	638000000.0	Action
506	tt20330434	104000000.0	Comedy
507	tt20415200	269000000.0	Drama
508	tt20600384	848834.0	Action
509	tt20600384	848834.0	Adventure
510	tt20766074	25000000.0	History
511	tt2076822	271000000.0	Action
512	tt20768712	291000000.0	Adventure
513	tt20771612	5000000.0	History
514	tt20851874	325070.0	Action
515	tt20854842	75.0	Adventure
516	tt20866724	387000000.0	History
517	tt21027780	86000000.0	Action
518	tt21027780	86000000.0	Adventure
519	tt21040278	266770.0	History
520	tt21048798	11.0	Action
521	tt21052430	2549000000.0	Adventure
522	tt21054472	783801.0	History
523	tt21064584	451000000.0	Action
524	tt21064584	451000000.0	Adventure
525	tt21109538	557000000.0	History
526	tt21148018	6346000000.0	Action
527	tt21158466	607650.0	Adventure
528	tt21160106	234000000.0	History
529	tt21188080	99000000.0	Action
530	tt21201544	518000.0	Adventure
531	tt21201544	518000.0	History
532	tt21201544	518000.0	Comedy
533	tt21201544	518000.0	Crime
534	tt21201544	518000.0	Mystery
535	tt21235248	1951000000.0	Short
536	tt21291998	12000000.0	Thriller
537	tt21307994	21000000.0	Short
538	tt21374324	409000000.0	Thriller
539	tt21383812	15291.0	Short
540	tt2140571	48000000.0	Thriller
541	tt2140571	48000000.0	Horror
542	tt21626284	2165.0	Mystery
543	tt21692408	520000000.0	Biography
544	tt21800162	441000000.0	Drama
545	tt21807222	1118000000.0	Romance
546	tt21828496	424548.0	Drama
547	tt21840706	443807.0	Fantasy
548	tt21857476	518000.0	Short
549	tt21857476	518000.0	Drama
550	tt21857476	518000.0	Fantasy
551	tt21857476	518000.0	Short
552	tt21857476	518000.0	Drama
553	tt21867370	563000000.0	Fantasy
554	tt21867434	29000000.0	Short
555	tt21867590	43000000.0	Horror
556	tt21953638	188000000.0	Short
557	tt21973492	15291.0	Drama
558	tt21973570	2549000000.0	Comedy
559	tt21994228	518000.0	Crime
560	tt21994228	518000.0	Drama
561	tt21994228	518000.0	Drama
562	tt21994228	518000.0	Musical
563	tt21994228	518000.0	Romance
564	tt22004344	455708.0	Drama
565	tt22027654	50.0	Musical
566	tt22030458	111000000.0	Romance
567	tt22037066	53.0	Drama
568	tt22041854	329000000.0	Musical
569	tt22058346	443807.0	Romance
570	tt22058462	49000000.0	Action
571	tt22086334	14056.0	Adventure
572	tt22170036	10479.0	Drama
573	tt2222042	11000000.0	Horror
574	tt22336444	92.0	Comedy
575	tt2235372	48582.0	Crime
576	tt22488024	3582391.0	Romance
577	tt22489564	25.0	Comedy
578	tt22490390	148000000.0	Crime
579	tt22507524	975000000.0	Romance
580	tt22643896	55000000.0	Drama
581	tt22687790	1223000000.0	Romance
582	tt22866358	62000000.0	Short
583	tt22900230	55000000.0	Action
584	tt23023596	35.0	Drama
585	tt23050038	56000000.0	History
586	tt23052688	2549000000.0	Comedy
587	tt23136186	109000000.0	Drama
588	tt23289160	1158000000.0	Fantasy
589	tt23330554	686775.0	Drama
590	tt23476446	37000000.0	Short
591	tt23554840	947.0	Horror
592	tt23561236	23000000.0	Short
593	tt23638614	131000000.0	Horror
594	tt23732594	736000000.0	Short
595	tt23752056	23.0	Horror
596	tt23770624	188000000.0	Short
597	tt23789874	746000000.0	Action
598	tt23790602	3749.0	Crime
599	tt2382320	7742000000.0	Drama
600	tt2382320	7742000000.0	Action
601	tt23859468	2549000000.0	Comedy
602	tt2397461	1074000000.0	Drama
603	tt2397461	1074000000.0	Comedy
604	tt24059780	9085.0	Crime
605	tt2420124	266770.0	Drama
606	tt24218390	13000000.0	Short
607	tt24306822	49000000.0	Crime
608	tt25134642	12.0	Drama
609	tt25135186	80000000.0	Drama
610	tt25355986	182.0	Musical
611	tt25396050	18.0	Romance
612	tt25965608	74000000.0	Drama
613	tt25965608	74000000.0	Romance
614	tt26047818	2192000000.0	Drama
615	tt26218928	11.0	Horror
616	tt26234970	302.0	Short
617	tt26238856	49000000.0	Drama
618	tt26238856	49000000.0	History
619	tt26245310	4853000000.0	Drama
620	tt26445355	20.0	History
621	tt26457132	25000000.0	Sci-Fi
622	tt26458038	2423.0	Short
623	tt26598714	25488.0	Horror
624	tt26655108	1978.0	Drama
625	tt26658104	391000000.0	Thriller
626	tt26660615	1000000.0	Comedy
627	tt26660615	1000000.0	Drama
628	tt26684414	11.0	Comedy
629	tt26690825	2672.0	Drama
630	tt26742232	11.0	Action
631	tt26744208	67.0	Comedy
632	tt26761553	19000000.0	Romance
633	tt26915336	12000000.0	Horror
634	tt26927937	409000000.0	Thriller
635	tt26929966	10503821.0	Horror
636	tt26997803	145.0	Thriller
637	tt27051116	11.0	Horror
638	tt27118258	2504.0	Thriller
639	tt27155038	461000000.0	Drama
640	tt27160637	16000000.0	Fantasy
641	tt27163971	207000000.0	Romance
642	tt27171776	20.0	Horror
643	tt27241513	1056000000.0	Mystery
644	tt27310552	6000000.0	Thriller
645	tt27327494	100000000.0	Animation
646	tt27431598	5870.0	Drama
647	tt27445004	348000000.0	Music
648	tt27459160	13364.0	Short
649	tt27496886	1592000000.0	Comedy
650	tt27502506	2199216.0	Drama
651	tt27525441	181000000.0	Drama
652	tt27554611	407000000.0	Drama
653	tt27566312	127000000.0	Short
654	tt27647771	4853000000.0	Thriller
655	tt27996820	1.0	Drama
656	tt28091008	114000000.0	Action
657	tt28091008	114000000.0	Thriller
658	tt28131707	181000000.0	Comedy
659	tt28185868	2166046.0	Drama
660	tt28185868	2166046.0	Horror
661	tt28185868	2166046.0	Comedy
662	tt28187391	1446000000000.0	Drama
663	tt28187391	1446000000000.0	Family
664	tt28221135	1793.0	Comedy
665	tt28228231	43.0	Short
666	tt28288786	136.0	Western
667	tt28358950	90.0	Adventure
668	tt2850386	216000000.0	Comedy
669	tt28512820	2000000.0	Family
670	tt28512820	2000000.0	Action
671	tt28512820	2000000.0	Fantasy
672	tt28512820	2000000.0	Action
673	tt28512820	2000000.0	Fantasy
674	tt28512820	2000000.0	Action
675	tt28542214	182.0	Fantasy
676	tt28547912	55000000.0	Action
677	tt28601183	4853000000.0	Fantasy
678	tt28642445	25000000.0	Comedy
679	tt28691667	1446000000000.0	Family
680	tt28691667	1446000000000.0	Romance
681	tt28814949	2671000000.0	Drama
682	tt2906216	2082000000.0	Action
683	tt29194123	127000000.0	Drama
684	tt29199176	391000000.0	Romance
685	tt29430934	406000000.0	Sci-Fi
686	tt29432003	346899.0	Thriller
687	tt29432003	346899.0	Action
688	tt29466107	9758000000.0	Adventure
689	tt29466107	9758000000.0	Fantasy
690	tt2953050	2568000000.0	Drama
692	tt29550375	419.0	Drama
693	tt29609422	19753000000.0	Thriller
694	tt29721567	1576000000.0	Drama
695	tt29721567	1576000000.0	Short
696	tt29721567	1576000000.0	Adventure
697	tt29740052	833.0	Comedy
698	tt29931098	443807.0	Fantasy
699	tt30310780	391000000.0	Drama
700	tt30497782	1120.0	Short
701	tt30803479	597576.0	Comedy
702	tt30889257	15.0	Adventure
703	tt30970235	11057.0	Family
704	tt30970772	352093.0	Musical
705	tt30970772	352093.0	Drama
706	tt31039417	659009.0	Short
707	tt31227384	142000000.0	Drama
708	tt3152592	285000000.0	Short
709	tt3172162	255000000.0	Crime
710	tt31761436	1576000000.0	Drama
711	tt31761436	1576000000.0	Thriller
712	tt31761436	1576000000.0	Comedy
713	tt31797079	1001.0	Drama
714	tt31835725	2708.0	Family
715	tt31962362	131000000.0	Adventure
716	tt32080328	4853000000.0	Animation
717	tt3228774	2335000000.0	Comedy
718	tt3291150	511000000.0	Adventure
719	tt3454424	752750.0	Animation
720	tt3454424	752750.0	Comedy
721	tt3454424	752750.0	Comedy
722	tt3454424	752750.0	Drama
723	tt3454424	752750.0	Short
724	tt3513500	623190.0	Drama
725	tt3547306	864928.0	Short
726	tt3554046	1637000000.0	Drama
727	tt3679040	18244.0	Short
728	tt3794354	3197000000.0	Biography
729	tt3794354	3197000000.0	Comedy
730	tt3804810	8013522.0	Drama
731	tt3915174	4853000000.0	Drama
732	tt4123432	4072000000.0	Action
733	tt4123432	4072000000.0	Drama
734	tt4351684	292000000.0	Thriller
735	tt4351684	292000000.0	Action
736	tt4411584	32000000.0	Drama
737	tt4428398	425000000.0	Thriller
738	tt4428398	425000000.0	Action
739	tt4428398	425000000.0	Crime
740	tt4495098	1221000000.0	Drama
741	tt4513678	2043000000.0	Drama
742	tt4532038	434000000.0	Short
743	tt4589218	2972000000.0	Short
744	tt4682266	492000000.0	Drama
745	tt4685762	23000000.0	Short
746	tt4823776	48000000.0	Action
747	tt4960748	114000000.0	Crime
748	tt4960748	114000000.0	Drama
749	tt4996328	195000000.0	Drama
750	tt5034838	4701000000.0	Comedy
751	tt5090568	439000000.0	Thriller
752	tt5108870	1675000000.0	Drama
753	tt5109280	1304000000.0	Drama
754	tt5113044	9407000000.0	Drama
755	tt5177120	217000000.0	Comedy
756	tt5198068	1266570.0	Drama
757	tt5198068	1266570.0	Romance
758	tt5198068	1266570.0	Comedy
759	tt5433138	7262000000.0	Drama
760	tt5433140	7146000000.0	Romance
761	tt5439812	52000000.0	Comedy
762	tt5525650	15815.0	Drama
763	tt5537002	157000000.0	Romance
764	tt5562070	259000000.0	Comedy
765	tt5616176	13000000.0	Drama
766	tt5656994	5000000.0	Romance
767	tt5672290	533000000.0	Drama
768	tt5715066	126068.0	Romance
769	tt5715066	126068.0	Drama
770	tt5715066	126068.0	Romance
771	tt5748448	68000000.0	Drama
772	tt5774060	409000000.0	Romance
773	tt5834426	673000000.0	Drama
774	tt5834426	673000000.0	Romance
775	tt5834426	673000000.0	Comedy
776	tt5834426	673000000.0	Drama
777	tt5867314	48000000.0	Animation
778	tt5867314	48000000.0	Short
779	tt5867314	48000000.0	Comedy
