	Budget max	Box office max
235	361000000.0	216000000.0
236	361000000.0	216000000.0
237	361000000.0	216000000.0
238	20000000.0	656613.0
239	5000000.0	32000000.0
240	5000000.0	32000000.0
241	5000000.0	32000000.0
242	100000.0	443807.0
243	1015000000.0	49000000.0
244	61.0	126068.0
245	61.0	126068.0
246	61.0	126068.0
247	175200000000.0	2549000000.0
248	73000000.0	22000000.0
249	40.0	4123.0
250	30000000.0	64000000.0
251	30000000.0	64000000.0
252	30000000.0	64000000.0
253	500700.0	354.0
254	30000000.0	137000000.0
255	3000000.0	346899.0
256	3000000.0	346899.0
257	20.0	11057.0
258	15000000.0	74441.0
259	40000000.0	32120000.0
260	62.0	11.0
261	5000000.0	32000000.0
262	5000000.0	32000000.0
263	5000000.0	32000000.0
264	62.0	11.0
265	65.0	4743.0
266	12.0	1936.0
267	38000000.0	49000000.0
268	325000000.0	734000000.0
269	55000000.0	452000000.0
270	12000000.0	387000000.0
271	27000000.0	19000000.0
272	175200000000.0	2549000000.0
273	38000000.0	49000000.0
274	37000000.0	12000000.0
275	90110000000.0	4853000000.0
276	1519000000.0	147000000.0
277	82000000.0	428000000.0
278	4000000.0	98000000.0
279	4000000.0	98000000.0
280	36.0	40.0
281	18000000.0	77000000.0
282	18000000.0	77000000.0
283	18000000.0	77000000.0
284	34000000.0	497028.0
285	16000000.0	1891000000.0
286	5000000.0	36000000.0
287	175200000000.0	2549000000.0
288	11000000.0	23000000.0
289	2000000.0	1000000.0
290	2000000.0	1000000.0
291	5000000.0	29000000.0
292	3000000.0	406644.0
293	10000000.0	121967.0
294	35000000.0	115000000.0
295	500000000.0	140272.0
296	6000000.0	445000000.0
297	650000000.0	2046000000000.0
298	60000000.0	478000000.0
299	60000000.0	478000000.0
300	60000000.0	478000000.0
301	60000000.0	478000000.0
302	60.0	135.0
303	20000000.0	5000000.0
304	15.0	45.0
305	138000000.0	66000000.0
306	15.0	11787.0
307	72000000.0	597576.0
308	38000000.0	12000000.0
309	175200000000.0	2549000000.0
310	454000000.0	2196000000000.0
311	90110000000.0	4853000000.0
312	30000000.0	11000000.0
313	6000000.0	78000000.0
314	3000000.0	346899.0
315	3000000.0	346899.0
316	8.0	17.0
317	3000000000.0	20000000000.0
318	7000000.0	12000000.0
319	7000000.0	12000000.0
320	2000000.0	12000.0
321	335.0	217000000.0
322	335.0	217000000.0
323	335.0	217000000.0
324	30000000.0	207000000.0
325	13000000.0	154000000.0
326	43000000.0	16000000.0
327	43000000.0	16000000.0
328	350000000.0	856000000.0
329	82000000.0	428000000.0
330	90110000000.0	4853000000.0
331	200.0	190250.0
332	30.0	85.0
333	40000000.0	456000000.0
334	3035000000.0	90000000.0
335	11000000.0	7000000.0
336	11000000.0	7000000.0
337	11000000.0	7000000.0
338	25000000.0	54000000.0
339	35000000.0	1172000000.0
340	35000000.0	1172000000.0
341	35000000.0	1172000000.0
342	48000000.0	281448.0
343	48000000.0	281448.0
344	48000000.0	281448.0
345	48000000.0	281448.0
346	55000000.0	33000000.0
347	190.0	354023.0
348	500000.0	27000000.0
349	50000000.0	202000000.0
350	95000000.0	2096000000.0
351	123000000.0	66000000.0
352	123000000.0	66000000.0
353	290000000.0	81000000.0
354	85.0	85.0
355	5000000.0	98616.0
356	4000000.0	218000000.0
357	5000000.0	450000.0
358	16000000.0	615042.0
359	1415000000.0	67000000.0
360	135150000000.0	5229000000.0
361	8000000.0	475488.0
362	3000000.0	346899.0
363	3000000.0	346899.0
364	200.0	1715.0
365	90110000000.0	4853000000.0
366	295387000000.0	384000000.0
367	120000000.0	4071000000.0
368	12000000.0	352093.0
369	12000000.0	352093.0
370	12000000000.0	6000000.0
371	50000000.0	111000000.0
372	62.0	11.0
373	24000000000.0	299000000.0
374	85.0	85.0
375	175200000000.0	2549000000.0
376	6000000.0	143000000.0
377	13000000.0	446000000.0
378	14000000.0	85000000.0
379	14000000.0	85000000.0
380	7.0	88081.0
381	35000000.0	109846.0
382	35000000.0	109846.0
383	32.0	6466.0
384	8000000000.0	131000000.0
385	11000000.0	328000000.0
386	160.0	35561.0
387	200220000000.0	2713000000.0
388	200000000.0	962000000.0
389	200000000.0	962000000.0
390	90000000.0	4265000000.0
391	12000000.0	25000000.0
392	25.0	66.0
393	150000.0	325042.0
394	40000000.0	67000000.0
395	85000000.0	173000000.0
396	160000000.0	967000000.0
397	50.0	91470900.0
398	200.0	190250.0
399	128145000000.0	1446000000000.0
400	128145000000.0	1446000000000.0
401	35000000.0	876000000.0
402	190000000.0	7051000000.0
403	32.0	6466.0
404	152000000.0	22000000.0
405	140.0	22570.0
406	16.0	400450.0
407	41000000.0	14000000.0
408	3600000.0	2469000.0
409	3600000.0	2469000.0
410	100000000.0	9748000000.0
411	100000000.0	9748000000.0
412	14.0	475.0
413	40.0	330.0
414	60.0	69108.0
415	128145000000.0	1446000000000.0
416	128145000000.0	1446000000000.0
417	24.0	4454.0
418	12.0	39000000.0
419	20000000.0	548000000.0
420	209000000.0	3000000.0
421	50.0	231.0
422	40.0	539.0
423	30000000.0	2022000000.0
424	62.0	11.0
425	12000000.0	181000000.0
426	128145000000.0	1446000000000.0
427	128145000000.0	1446000000000.0
428	10000000.0	11000000.0
429	200000000.0	2264000000.0
430	45000000.0	571000000.0
431	350460000000.0	2320000000000.0
432	45000000.0	373000000.0
433	123000000.0	66000000.0
434	123000000.0	66000000.0
435	30000.0	32346.0
436	55000000.0	346000000.0
437	100000.0	443807.0
438	90110000000.0	4853000000.0
439	85.0	85.0
440	38000000.0	49000000.0
441	123000000.0	66000000.0
442	123000000.0	66000000.0
443	45.0	17.0
444	2000000.0	25000000.0
445	1000000.0	193000000.0
446	4000000.0	31395.0
447	62000000.0	355000000.0
448	70000000.0	1911000000.0
449	35000000.0	160331000000.0
450	15.0	65.0
451	224000000.0	138000000.0
452	224000000.0	138000000.0
453	224000000.0	138000000.0
454	50000000.0	931000000.0
455	50000000.0	931000000.0
456	170177000000.0	1496000000000.0
457	235000000000.0	103000000.0
458	12000000000.0	6000000.0
459	113000000.0	136000000.0
460	450.0	182.0
461	3335000000.0	1691000000.0
462	0.0	254000000000.0
463	28000000.0	404000000.0
464	38000000.0	87000000.0
465	1013000000.0	39000000.0
466	30000000.0	326000000.0
467	28000000.0	686683.0
468	28000000.0	686683.0
469	28000000.0	686683.0
470	34000000.0	2000000.0
471	34000000.0	2000000.0
472	34000000.0	2000000.0
473	34000000.0	2000000.0
474	34000000.0	2000000.0
475	34000000.0	2000000.0
476	40000000.0	554000000.0
477	40.0	565.0
478	185200000000.0	7722000000.0
479	63000000.0	157000000.0
480	63000000.0	157000000.0
481	500000.0	43563.0
482	1000000.0	57000000.0
483	33000000.0	165000000.0
484	25.0	5.0
485	50000.0	52000000.0
486	62.0	11.0
487	15000000.0	189000000.0
488	15000000.0	189000000.0
489	3000000.0	54756.0
490	3000000.0	54756.0
491	3000000.0	54756.0
492	187000000.0	65000000.0
493	8.0	2258.0
494	90110000000.0	4853000000.0
495	3000000.0	34000000.0
496	33000000000.0	126000000.0
497	123000000.0	66000000.0
498	123000000.0	66000000.0
499	5000000.0	1576000000.0
500	5000000.0	1576000000.0
501	5000000.0	1576000000.0
502	126000000.0	238000000.0
503	35.0	52.0
504	557000000.0	31108.0
505	719000000.0	638000000.0
506	137000000.0	104000000.0
507	65000000.0	269000000.0
508	5000000.0	848834.0
509	5000000.0	848834.0
510	2000000.0	25000000.0
511	100125000000.0	271000000.0
512	20000000.0	291000000.0
513	65000000.0	5000000.0
514	2000000.0	325070.0
515	15.0	75.0
516	12000000.0	387000000.0
517	14000000.0	86000000.0
518	14000000.0	86000000.0
519	6000000.0	266770.0
520	62.0	11.0
521	175200000000.0	2549000000.0
522	0.0	783801.0
523	159000000.0	451000000.0
524	159000000.0	451000000.0
525	312000000000.0	557000000.0
526	500.0	6346000000.0
527	200.0	607650.0
528	400000000.0	234000000.0
529	13000000.0	99000000.0
530	6360000.0	518000.0
531	6360000.0	518000.0
532	6360000.0	518000.0
533	6360000.0	518000.0
534	6360000.0	518000.0
535	100000000.0	1951000000.0
536	923000000.0	12000000.0
537	15000.0	21000000.0
538	5065000000.0	409000000.0
539	75.0	15291.0
540	8000000.0	48000000.0
541	8000000.0	48000000.0
542	45.0	2165.0
543	85000000.0	520000000.0
544	5000000.0	441000000.0
545	13000000.0	1118000000.0
546	54000000.0	424548.0
547	100000.0	443807.0
548	6360000.0	518000.0
549	6360000.0	518000.0
550	6360000.0	518000.0
551	6360000.0	518000.0
552	6360000.0	518000.0
553	18000000000.0	563000000.0
554	5000000.0	29000000.0
555	10000000.0	43000000.0
556	15000000000.0	188000000.0
557	75.0	15291.0
558	175200000000.0	2549000000.0
559	6360000.0	518000.0
560	6360000.0	518000.0
561	6360000.0	518000.0
562	6360000.0	518000.0
563	6360000.0	518000.0
564	45000000.0	455708.0
565	56.0	50.0
566	236.0	111000000.0
567	35.0	53.0
568	20000000.0	329000000.0
569	100000.0	443807.0
570	38000000.0	49000000.0
571	35.0	14056.0
572	50.0	10479.0
573	30000000.0	11000000.0
574	15.0	92.0
575	55000000.0	48582.0
576	150000000.0	3582391.0
577	10.0	25.0
578	22000000.0	148000000.0
579	23.0	975000000.0
580	275000000.0	55000000.0
581	60000000.0	1223000000.0
582	40000000.0	62000000.0
583	300000000.0	55000000.0
584	65.0	35.0
585	850000000.0	56000000.0
586	175200000000.0	2549000000.0
587	12000000.0	109000000.0
588	1012000000.0	1158000000.0
589	1000000.0	686775.0
590	67000000.0	37000000.0
591	10.0	947.0
592	10000000.0	23000000.0
593	6000000.0	131000000.0
594	135180000000.0	736000000.0
595	10.0	23.0
596	15000000000.0	188000000.0
597	900000000.0	746000000.0
598	45.0	3749.0
599	250301000000.0	7742000000.0
600	250301000000.0	7742000000.0
601	175200000000.0	2549000000.0
602	64000000.0	1074000000.0
603	64000000.0	1074000000.0
604	40.0	9085.0
605	6000000.0	266770.0
606	3000000000.0	13000000.0
607	38000000.0	49000000.0
608	20.0	12.0
609	60000000.0	80000000.0
610	450.0	182.0
611	10.0	18.0
612	26000000.0	74000000.0
613	26000000.0	74000000.0
614	25000000.0	2192000000.0
615	62.0	11.0
616	46.0	302.0
617	50000000.0	49000000.0
618	50000000.0	49000000.0
619	90110000000.0	4853000000.0
620	12.0	20.0
621	20000000.0	25000000.0
622	20.0	2423.0
623	0.0	25488.0
624	50.0	1978.0
625	1013000000.0	391000000.0
626	313000000.0	1000000.0
627	313000000.0	1000000.0
628	62.0	11.0
629	3.0	2672.0
630	62.0	11.0
631	45.0	67.0
632	27000000.0	19000000.0
633	9000000.0	12000000.0
634	5065000000.0	409000000.0
635	300000000.0	10503821.0
636	28.0	145.0
637	62.0	11.0
638	55.0	2504.0
639	70000000.0	461000000.0
640	40000000.0	16000000.0
641	30000000.0	207000000.0
642	10.0	20.0
643	200000000.0	1056000000.0
644	12000000000.0	6000000.0
645	2000000.0	100000000.0
646	2773.0	5870.0
647	653000.0	348000000.0
648	75.0	13364.0
649	190000000.0	1592000000.0
650	5490000.0	2199216.0
651	12000000.0	181000000.0
652	120000000.0	407000000.0
653	9000000.0	127000000.0
654	90110000000.0	4853000000.0
655	35.0	1.0
656	20000000.0	114000000.0
657	20000000.0	114000000.0
658	6000000.0	181000000.0
659	2166046.0	2166046.0
660	2166046.0	2166046.0
661	2166046.0	2166046.0
662	128145000000.0	1446000000000.0
663	128145000000.0	1446000000000.0
664	15.0	1793.0
665	25.0	43.0
666	9.0	136.0
667	12.0	90.0
668	65000000.0	216000000.0
669	34000000.0	2000000.0
670	34000000.0	2000000.0
671	34000000.0	2000000.0
672	34000000.0	2000000.0
673	34000000.0	2000000.0
674	34000000.0	2000000.0
675	450.0	182.0
676	6000000.0	55000000.0
677	90110000000.0	4853000000.0
678	20000000.0	25000000.0
679	128145000000.0	1446000000000.0
680	128145000000.0	1446000000000.0
681	15000000.0	2671000000.0
682	150000000.0	2082000000.0
683	9000000.0	127000000.0
684	1013000000.0	391000000.0
685	20000000.0	406000000.0
686	3000000.0	346899.0
687	3000000.0	346899.0
688	100000000.0	9758000000.0
689	100000000.0	9758000000.0
690	120150000000.0	2568000000.0
691	4.0	503.0
692	3.0	419.0
693	20000000.0	19753000000.0
694	5000000.0	1576000000.0
695	5000000.0	1576000000.0
696	5000000.0	1576000000.0
697	3.0	833.0
698	100000.0	443807.0
699	1013000000.0	391000000.0
700	8.0	1120.0
701	72000000.0	597576.0
702	6.0	15.0
703	20.0	11057.0
704	12000000.0	352093.0
705	12000000.0	352093.0
706	395000000.0	659009.0
707	175200000000.0	142000000.0
708	90000000.0	285000000.0
709	175200000000.0	255000000.0
710	5000000.0	1576000000.0
711	5000000.0	1576000000.0
712	5000000.0	1576000000.0
713	350.0	1001.0
714	25.0	2708.0
715	17000000.0	131000000.0
716	90110000000.0	4853000000.0
717	100200000000.0	2335000000.0
718	100000000.0	511000000.0
719	20000000.0	752750.0
720	20000000.0	752750.0
721	20000000.0	752750.0
722	20000000.0	752750.0
723	20000000.0	752750.0
724	70000000.0	623190.0
725	89000000.0	864928.0
726	150000000.0	1637000000.0
727	125.0	18244.0
728	8590000000.0	3197000000.0
729	8590000000.0	3197000000.0
730	2000000.0	8013522.0
731	90110000000.0	4853000000.0
732	200000000.0	4072000000.0
733	200000000.0	4072000000.0
734	25000000.0	292000000.0
735	25000000.0	292000000.0
736	92000000.0	32000000.0
737	45000000.0	425000000.0
738	45000000.0	425000000.0
739	45000000.0	425000000.0
740	60000000.0	1221000000.0
741	75000000.0	2043000000.0
742	38000000.0	434000000.0
743	20000000.0	2972000000.0
744	6780000000.0	492000000.0
745	18000000.0	23000000.0
746	60000000.0	48000000.0
747	20000000.0	114000000.0
748	20000000.0	114000000.0
749	1213000000.0	195000000.0
750	155200000000.0	4701000000.0
751	195200000000.0	439000000.0
752	7583000000.0	1675000000.0
753	100.0	1304000000.0
754	80100000000.0	9407000000.0
755	60000000.0	217000000.0
756	10000000.0	1266570.0
757	10000000.0	1266570.0
758	10000000.0	1266570.0
759	200225000000.0	7262000000.0
760	340000000.0	7146000000.0
761	5000000.0	52000000.0
762	82.0	15815.0
763	200000000.0	157000000.0
764	25000000.0	259000000.0
765	15000000.0	13000000.0
766	65000000.0	5000000.0
767	30000000.0	533000000.0
768	61.0	126068.0
769	61.0	126068.0
770	61.0	126068.0
771	435000000.0	68000000.0
772	5065000000.0	409000000.0
773	138146000000.0	673000000.0
774	138146000000.0	673000000.0
775	138146000000.0	673000000.0
776	138146000000.0	673000000.0
777	16000000.0	48000000.0
778	16000000.0	48000000.0
779	16000000.0	48000000.0
780	25000000.0	745000000.0
781	125000000.0	6323000000.0
782	125000000.0	6323000000.0
783	155000000.0	31000000.0
784	155000000.0	31000000.0
785	155000000.0	31000000.0
786	155000000.0	31000000.0
787	155000000.0	31000000.0
788	155000000.0	31000000.0
789	155000000.0	31000000.0
790	15000000.0	538000000.0
791	100125000000.0	3315000000.0
792	185000000.0	1687000000.0
793	32000000.0	868168.0
794	190260000000.0	3935000000.0
795	70.0	26688.0
796	85000000.0	408000000.0
797	60000000.0	478000000.0
798	60000000.0	478000000.0
799	60000000.0	478000000.0
800	60000000.0	478000000.0
801	60000000.0	7000000.0
802	60000000.0	7000000.0
803	10000000.0	97000000.0
804	90110000000.0	48000000.0
805	10000000.0	43862.0
806	1751924000000.0	2515000000.0
807	14325000000.0	1434000000.0
808	100000000.0	1362000000000.0
809	205000000.0	3659000000.0
810	205000000.0	3659000000.0
811	45000000.0	38852.0
812	250000000.0	8456000000.0
813	198000000.0	43000000.0
814	198000000.0	43000000.0
815	198000000.0	43000000.0
816	55000000.0	13000000.0
817	55000000.0	13000000.0
818	55000000.0	13000000.0
819	5000000.0	848834.0
820	5000000.0	848834.0
821	38000000.0	127000000.0
822	80000000.0	917381.0
823	80000000.0	917381.0
824	38000000.0	87000000.0
825	25000000.0	42000000.0
826	25000000.0	42000000.0
827	25000000.0	42000000.0
828	82000000.0	1468000000.0
829	70.0	56.0
830	39000000.0	2064000000.0
831	24000000.0	36000000.0
832	20.0	58125.0
833	110000000.0	5069000000.0
834	159000000.0	53000000.0
835	200000000.0	1696000000.0
836	8000000.0	15000000.0
837	50000000.0	6000000.0
838	50000000.0	6000000.0
839	1618000000.0	1614000000.0
840	175200000000.0	142000000.0
841	786000000.0	1066000000.0
842	586443.0	618.0
843	80000000.0	4614000000.0
844	156000000.0	329000000.0
845	156000000.0	329000000.0
846	156000000.0	329000000.0
847	156000000.0	329000000.0
848	56000000.0	1112000000.0
849	50000000.0	1132000000.0
850	20000000.0	30940.0
851	38000000.0	342000000.0
852	35000000.0	29000000.0
853	29000000.0	304000000.0
854	300000000.0	331000000.0
855	145000000.0	2506000000.0
856	640000000.0	3171000000.0
857	12000000.0	181000000.0
858	45000000.0	2000000.0
859	35000000.0	523000000.0
860	5000000.0	891527.0
861	934000.0	18600.0
862	599000000.0	138565.0
863	60000.0	52885.0
864	1835000000.0	134000000.0
865	50000000.0	49000000.0
866	50000000.0	49000000.0
867	9000000.0	132000000.0
868	0.0	5000000.0
869	265000000.0	1004000000000.0
870	93000000.0	31000000.0
871	115000000.0	452000000.0
872	50000000.0	976000000.0
873	175000000.0	215000000.0
874	50000000.0	131000000.0
875	33000000.0	15000000.0
876	5000000.0	457144.0
877	6980000000.0	2504000000.0
878	1000000.0	400845.0
879	550.0	138726.0
880	18000000.0	105000000.0
881	250000.0	138000000.0
882	4000000.0	889522.0
883	5561000000.0	2974000000.0
884	5000000.0	23000000.0
885	40000000.0	58000000.0
886	40000000.0	58000000.0
887	4075000000.0	278000000.0
888	80.0	13705.0
889	30000000.0	1000000.0
890	30000000.0	1000000.0
891	30000000.0	1000000.0
892	45000000.0	154000000.0
893	45000000.0	154000000.0
894	45000000.0	154000000.0
895	70000000.0	701000000.0
896	150.0	6358.0
897	34000000.0	2000000.0
898	34000000.0	2000000.0
899	34000000.0	2000000.0
900	34000000.0	2000000.0
901	34000000.0	2000000.0
902	34000000.0	2000000.0
903	23.0	905428.0
904	4000000.0	13000000.0
905	70000000.0	1772000000.0
906	70000000.0	1805000000.0
907	920000000.0	729254.0
908	12000000.0	181000000.0
909	0.0	25488.0
910	25000000.0	463000000.0
911	16000000.0	427000000.0
912	500.0	44.0
913	90000000.0	2076000000.0
914	18000000.0	252000000.0
915	18000000.0	252000000.0
916	18000000.0	252000000.0
917	18000000.0	252000000.0
918	49.0	4171.0
919	175200000000.0	255000000.0
920	26.0	176.0
921	2362000000.0	4021000000.0
922	923000000.0	12000000.0
923	67000000.0	12000000.0
924	20.0	499649.0
925	5000000.0	221000000.0
926	5000000.0	221000000.0
927	5000000.0	221000000.0
928	3000000.0	32000000.0
929	5000000.0	622635.0
930	5000000.0	622635.0
931	200250000000.0	8592000000.0
932	10000000.0	203000000.0
933	26.0	15.0
934	60000000.0	203000000.0
935	60000000.0	203000000.0
936	3000000.0	107000000.0
937	10000000.0	342000000.0
938	10000000.0	342000000.0
939	10000000.0	274000000.0
940	10000000.0	274000000.0
941	129139000000.0	3977000000.0
942	129139000000.0	3977000000.0
943	5000000.0	40209.0
944	15000000.0	189000000.0
945	15000000.0	189000000.0
946	3040.0	4477.0
947	72000000.0	597576.0
948	65000000.0	991898.0
949	58000000.0	55000000.0
950	20000000.0	25000000.0
951	73.0	252152.0
952	21000000.0	108000000.0
953	2728000000.0	191000000.0
954	5.0	9611429.0
955	100150000000.0	6909000000.0
956	104125000000.0	1308000000.0
957	150200000000.0	4322000000.0
958	8000000.0	170581.0
959	200250.0	360373.0
960	8000000.0	7000000.0
961	24000000.0	1443000000.0
962	3506000000.0	9558000000.0
963	6000000.0	515399.0
964	0.0	1000000.0
965	100.0	262280.0
966	25000000.0	865000.0
967	2531.0	45.0
968	40000000.0	2264000000.0
969	291000000.0	5675000000.0
970	50000000.0	394000000.0
971	10000000.0	203000000.0
972	25.0	32.0
973	43000000.0	23000000.0
974	205215000000.0	4344000000.0
975	29000000.0	42000000.0
976	29000000.0	42000000.0
977	29000000.0	42000000.0
978	29000000.0	42000000.0
979	15000000.0	541000000.0
980	35000000.0	22000000.0
981	35.0	48.0
982	22000000.0	148000000.0
983	236.0	111000000.0
984	5000000.0	395000000.0
985	200000000.0	192000000.0
986	12000000.0	164000000.0
987	26000000.0	74000000.0
988	26000000.0	74000000.0
989	2000000.0	26609.0
990	15000000.0	658000000.0
991	75000000.0	185000000.0
992	32.0	6466.0
993	32.0	85.0
