	PC_genres_0	PC_genres_1	PC_genres_2	PC_genres_3	PC_genres_4	PC_genres_5	PC_genres_6	PC_genres_7	PC_genres_8	PC_genres_9	PC_genres_10	PC_genres_11	PC_genres_12	PC_genres_13	PC_genres_14
0	-0.2927983559487661	-0.16548927432789393	0.7243664746694252	0.531288126134518	0.009872985618194116	-0.03165778222295002	-0.049591903706959733	-0.020066997771217752	0.043096497725485204	8.961524727823041e-17	0.0038805796735944774	-9.56376772471465e-17	-0.0032494630652123314	-0.01170600368703565	-0.004149753668638073
1	-0.22245817207509713	-0.05660323353185109	0.10476770972888903	-0.42437943854720916	0.7461143594465898	-0.35664289423633566	-0.22630357613260296	-0.06771096807870847	0.1108572099005255	5.539193618342428e-16	0.008646869362084123	-4.572841469988435e-16	-0.007070104563103526	-0.023073660297668674	-0.008006451856039765
2	-0.18659665162844166	-0.03708352431598428	0.062202776361753136	-0.17399590817673358	-0.012719945602527968	0.04944820162626213	0.12228305628537002	0.07528492958009418	-0.4299429924570189	0.7071067811865724	0.4967564374246851	-1.2496937144262982e-14	-0.11906742416705225	-0.10341230000228904	-0.03121472691688643
3	-0.2927983559487664	-0.16548927432789357	0.7243664746694248	0.5312881261345156	0.009872985618194113	-0.03165778222294999	-0.049591903706959685	-0.020066997771217735	0.04309649772548606	6.492440938541312e-17	0.003880579673594775	-3.660300740698106e-16	-0.003249463065212164	-0.01170600368703376	-0.00414975366863742
4	-0.2224581720750981	-0.0566032335318508	0.1047677097288892	-0.42437943854721005	0.7461143594465869	-0.3566428942363348	-0.22630357613260216	-0.06771096807870834	0.11085720990052457	5.237613619347032e-16	0.008646869362084392	-2.2021551456020356e-16	-0.007070104563103965	-0.023073660297667914	-0.008006451856039765
5	-0.3654275150771053	0.7911897290214306	-0.2665673236345127	0.2199503537579874	0.006093480793214164	-0.02012860687143345	-0.03326469353126422	-0.013913324113626538	0.031134364002534262	1.836744426531751e-16	0.002882021467727106	-6.823985519779095e-17	-0.002425558595858362	-0.008938083827853556	-0.0031853014218714455
6	0.7845822256297411	0.02250259227689626	-0.029345870157517148	0.04928572461151915	0.0018679767021794718	-0.0063860178693446725	-0.011293555281678887	-0.00494773258289877	0.011792585932071655	6.930595328372559e-17	0.0011434149265466818	3.3347532511835833e-19	-0.0009709008731771187	-0.003728516796612869	-0.001342115803159485
7	-0.22094166499046441	-0.0555587849841077	0.10226836888535971	-0.4036351896832804	-0.659922784623204	-0.5046609209585664	-0.25195486301695746	-0.07263843816154593	0.11607147921293273	6.191874479692096e-16	0.008961346483180909	-9.591025263120234e-17	-0.007315871061487671	-0.023732122463178233	-0.008224852239403677
8	-0.18659665162844233	-0.037083524315984495	0.06220277636175293	-0.17399590817673313	-0.012719945602528667	0.04944820162626302	0.12228305628536937	0.07528492958009457	-0.4299429924570193	0.7071067811865721	0.49675643742468534	-1.224222787277403e-14	-0.11906742416705177	-0.10341230000228904	-0.03121472691688643
9	-0.21507691019176725	-0.051739942528489236	0.09335961278229561	-0.3376215687740706	-0.0772931778015054	0.7644919227770745	-0.46094592447361815	-0.10246473983111494	0.1429704596601466	6.202028564414331e-16	0.010486940400821262	-1.0115220710245922e-16	-0.008497395372765592	-0.02679021419666567	-0.009232197578760794
10	-0.1764384785726636	-0.03301709747990595	0.05432083953360916	-0.1437134682839418	-0.009330730275323435	0.03515290712254211	0.07888593912047177	0.04291610949685004	-0.15678374578258994	-9.59817592145363e-16	-0.02592612556707513	8.692534092712824e-16	0.025564721674885344	0.4246704039525126	0.8855543508940559
11	-0.29279835594876585	-0.1654892743278935	0.7243664746694275	0.5312881261345154	0.00987298561819406	-0.03165778222295003	-0.049591903706959685	-0.020066997771217645	0.04309649772548588	3.0840646926561625e-17	0.00388057967359462	-3.915889747949137e-17	-0.003249463065212164	-0.01170600368703376	-0.00414975366863742
12	-0.20423436948279433	-0.045486849926757146	0.07950755935862387	-0.2544063909265555	-0.02794654405729725	0.12678719403139954	0.6995090284057948	-0.5731536531726623	0.26648233767088364	9.09307255445688e-16	0.015900944810277144	-1.0172576793210036e-16	-0.01255160056152563	-0.03609166926992038	-0.012227292347908205
13	0.7845822256297391	0.022502592276896355	-0.029345870157517072	0.049285724611518485	0.0018679767021793762	-0.00638601786934539	-0.01129355528167941	-0.004947732582898639	0.011792585932070774	6.930595328372495e-17	0.0011434149265466818	3.3347532511724485e-19	-0.0009709008731771187	-0.003728516796612869	-0.001342115803159485
14	0.7845822256297407	0.022502592276896584	-0.029345870157517072	0.049285724611518485	0.0018679767021793762	-0.00638601786934539	-0.01129355528167941	-0.004947732582898639	0.011792585932070774	6.930595328372478e-17	0.0011434149265466818	3.334753251170001e-19	-0.0009709008731771187	-0.003728516796612869	-0.001342115803159485
15	-0.20044502727800856	-0.04351471628236491	0.07531693235870486	-0.23288160615363143	-0.02254821048488526	0.09657709538066055	0.3598146271526311	0.7931548146808756	0.39418231287144373	1.3487060027032907e-15	0.019718386891778343	-4.459122175210138e-16	-0.015286637023633913	-0.04149414457382115	-0.013920861163627604
16	-0.16477704799044593	-0.028897659381476978	0.04663823255718601	-0.11719719937917004	-0.006930217075897689	0.025550415695812935	0.05398125940822415	0.02752910081778535	-0.08586468594695791	-7.243528487068183e-16	-0.010949235276661109	1.331124548977796e-16	0.009912186501410536	0.05559569765654089	0.02260180611003444
17	0.78458222562974	0.022502592276896584	-0.029345870157517072	0.049285724611518485	0.0018679767021793762	-0.00638601786934539	-0.01129355528167941	-0.004947732582898639	0.011792585932070774	6.930595328372487e-17	0.0011434149265466818	3.3347532511708596e-19	-0.0009709008731771187	-0.003728516796612869	-0.001342115803159485
18	-0.21507691019176642	-0.05173994252848918	0.09335961278229578	-0.33762156877407223	-0.07729317780150449	0.7644919227770749	-0.46094592447361815	-0.10246473983111494	0.1429704596601466	6.202028564414335e-16	0.010486940400821262	-1.0115220710245888e-16	-0.008497395372765592	-0.02679021419666567	-0.009232197578760794
